date_year,date_month,date_day,latitude,longitude,country_region,province_state,confirmed_diff,deaths_diff,recovered_diff
2020,6,1,33.93911,67.709953,Afghanistan,,0,0,0
2020,6,2,33.93911,67.709953,Afghanistan,,742,5,22
2020,6,3,33.93911,67.709953,Afghanistan,,775,24,72
2020,6,4,33.93911,67.709953,Afghanistan,,624,5,63
2020,6,5,33.93911,67.709953,Afghanistan,,1078,10,177
2020,6,6,33.93911,67.709953,Afghanistan,,582,18,68
2020,6,7,33.93911,67.709953,Afghanistan,,791,30,45
2020,6,8,33.93911,67.709953,Afghanistan,,575,12,296
2020,6,9,33.93911,67.709953,Afghanistan,,305,7,480
2020,6,10,33.93911,67.709953,Afghanistan,,920,29,362
2020,6,11,33.93911,67.709953,Afghanistan,,748,21,313
2020,6,12,33.93911,67.709953,Afghanistan,,656,20,602
2020,6,13,33.93911,67.709953,Afghanistan,,556,5,273
2020,6,14,33.93911,67.709953,Afghanistan,,664,20,524
2020,6,15,33.93911,67.709953,Afghanistan,,761,5,439
2020,6,16,33.93911,67.709953,Afghanistan,,106,8,344
2020,6,17,33.93911,67.709953,Afghanistan,,1241,20,650
2020,6,18,33.93911,67.709953,Afghanistan,,463,42,1502
2020,6,19,33.93911,67.709953,Afghanistan,,541,2,302
2020,6,20,33.93911,67.709953,Afghanistan,,419,0,330
2020,6,21,33.93911,67.709953,Afghanistan,,536,33,472
2020,6,22,33.93911,67.709953,Afghanistan,,310,17,77
2020,6,23,33.93911,67.709953,Afghanistan,,338,20,419
2020,6,24,33.93911,67.709953,Afghanistan,,159,21,609
2020,6,25,33.93911,67.709953,Afghanistan,,535,36,305
2020,6,26,33.93911,67.709953,Afghanistan,,85,5,132
2020,6,27,33.93911,67.709953,Afghanistan,,356,23,368
2020,6,28,33.93911,67.709953,Afghanistan,,351,26,1930
2020,6,29,33.93911,67.709953,Afghanistan,,271,4,1330
2020,6,30,33.93911,67.709953,Afghanistan,,121,2,197
2020,7,1,33.93911,67.709953,Afghanistan,,403,39,1520
2020,7,2,33.93911,67.709953,Afghanistan,,260,33,390
2020,7,3,33.93911,67.709953,Afghanistan,,302,12,1290
2020,7,4,33.93911,67.709953,Afghanistan,,348,7,1833
2020,7,5,33.93911,67.709953,Afghanistan,,279,38,202
2020,7,6,33.93911,67.709953,Afghanistan,,113,23,737
2020,7,7,33.93911,67.709953,Afghanistan,,320,33,76
2020,7,8,33.93911,67.709953,Afghanistan,,210,16,521
2020,7,9,33.93911,67.709953,Afghanistan,,59,1,147
2020,7,10,33.93911,67.709953,Afghanistan,,541,34,35
2020,7,11,33.93911,67.709953,Afghanistan,,157,4,253
2020,7,12,33.93911,67.709953,Afghanistan,,100,35,81
2020,7,13,33.93911,67.709953,Afghanistan,,4,2,38
2020,7,14,33.93911,67.709953,Afghanistan,,285,33,200
2020,7,15,33.93911,67.709953,Afghanistan,,200,49,1002
2020,7,16,33.93911,67.709953,Afghanistan,,130,19,368
2020,7,17,33.93911,67.709953,Afghanistan,,159,34,327
2020,7,18,33.93911,67.709953,Afghanistan,,60,0,122
2020,7,19,33.93911,67.709953,Afghanistan,,186,34,361
2020,7,20,33.93911,67.709953,Afghanistan,,34,2,107
2020,7,21,33.93911,67.709953,Afghanistan,,106,1,0
2020,7,22,33.93911,67.709953,Afghanistan,,112,6,183
2020,7,23,33.93911,67.709953,Afghanistan,,188,21,626
2020,7,24,33.93911,67.709953,Afghanistan,,66,14,52
2020,7,25,33.93911,67.709953,Afghanistan,,55,21,191
2020,7,26,33.93911,67.709953,Afghanistan,,121,13,387
2020,7,27,33.93911,67.709953,Afghanistan,,106,10,18
2020,7,28,33.93911,67.709953,Afghanistan,,105,1,160
2020,7,29,33.93911,67.709953,Afghanistan,,103,1,31
2020,7,30,33.93911,67.709953,Afghanistan,,71,0,82
2020,7,31,33.93911,67.709953,Afghanistan,,0,0,38
2020,8,1,33.93911,67.709953,Afghanistan,,168,12,0
2020,8,2,33.93911,67.709953,Afghanistan,,0,0,1
2020,8,3,33.93911,67.709953,Afghanistan,,0,0,159
2020,8,4,33.93911,67.709953,Afghanistan,,37,5,0
2020,8,5,33.93911,67.709953,Afghanistan,,82,6,73
2020,8,6,33.93911,67.709953,Afghanistan,,67,4,98
2020,8,7,33.93911,67.709953,Afghanistan,,41,0,63
2020,8,8,33.93911,67.709953,Afghanistan,,78,9,57
2020,8,9,33.93911,67.709953,Afghanistan,,39,5,0
2020,8,10,33.93911,67.709953,Afghanistan,,0,0,268
2020,8,11,33.93911,67.709953,Afghanistan,,215,32,187
2020,8,12,33.93911,67.709953,Afghanistan,,76,10,279
2020,8,13,33.93911,67.709953,Afghanistan,,79,9,20
2020,8,14,33.93911,67.709953,Afghanistan,,7,0,0
2020,8,15,33.93911,67.709953,Afghanistan,,120,7,452
2020,8,16,33.93911,67.709953,Afghanistan,,45,5,0
2020,8,17,33.93911,67.709953,Afghanistan,,0,0,0
2020,8,18,33.93911,67.709953,Afghanistan,,3,0,0
2020,8,19,33.93911,67.709953,Afghanistan,,0,0,0
2020,8,20,33.93911,67.709953,Afghanistan,,160,8,515
2020,8,21,33.93911,67.709953,Afghanistan,,97,2,335
2020,8,22,33.93911,67.709953,Afghanistan,,38,0,0
2020,8,23,33.93911,67.709953,Afghanistan,,59,0,164
2020,8,24,33.93911,67.709953,Afghanistan,,46,2,180
2020,8,25,33.93911,67.709953,Afghanistan,,71,10,80
2020,8,26,33.93911,67.709953,Afghanistan,,43,4,602
2020,8,27,33.93911,67.709953,Afghanistan,,16,0,4
2020,8,28,33.93911,67.709953,Afghanistan,,11,1,13
2020,8,29,33.93911,67.709953,Afghanistan,,3,0,4
2020,8,30,33.93911,67.709953,Afghanistan,,0,0,26
2020,8,31,33.93911,67.709953,Afghanistan,,19,0,0
2020,9,1,33.93911,67.709953,Afghanistan,,34,4,142
2020,9,2,33.93911,67.709953,Afghanistan,,47,3,84
2020,9,3,33.93911,67.709953,Afghanistan,,45,0,75
2020,9,4,33.93911,67.709953,Afghanistan,,0,0,323
2020,9,5,33.93911,67.709953,Afghanistan,,16,0,369
2020,9,6,33.93911,67.709953,Afghanistan,,94,3,455
2020,9,7,33.93911,67.709953,Afghanistan,,96,3,20
